"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"DRREDDY","EQ","01-Jan-2009","        468.65","        473.90","        474.90","        463.00","        466.50","        467.60","        467.54","      86010","            40213046.10","-","      34214","         39.78"
"DRREDDY","EQ","02-Jan-2009","        467.60","        470.50","        474.35","        466.00","        468.70","        468.00","        469.09","     317223","           148805745.00","-","     272220","         85.81"
"DRREDDY","EQ","05-Jan-2009","        468.00","        475.00","        478.00","        468.00","        470.00","        471.25","        471.71","     200154","            94415160.65","-","     145708","         72.80"
"DRREDDY","EQ","06-Jan-2009","        471.25","        474.50","        492.00","        468.10","        489.95","        486.70","        485.66","     702599","           341227094.65","-","     596348","         84.88"
"DRREDDY","EQ","07-Jan-2009","        486.70","        499.85","        506.00","        452.35","        461.00","        464.90","        473.10","     759716","           359418770.70","-","     544887","         71.72"
"DRREDDY","EQ","09-Jan-2009","        464.90","        466.00","        488.80","        455.00","        457.00","        459.90","        464.01","     227697","           105653487.05","-","     161996","         71.15"
"DRREDDY","EQ","12-Jan-2009","        459.90","        460.10","        478.00","        460.10","        469.95","        468.45","        472.15","     434823","           205301367.45","-","     355708","         81.81"
"DRREDDY","EQ","13-Jan-2009","        468.45","        465.75","        478.00","        448.00","        453.00","        452.75","        461.84","     544994","           251699553.15","-","     410107","         75.25"
"DRREDDY","EQ","14-Jan-2009","        452.75","        458.90","        487.00","        458.90","        487.00","        475.95","        469.26","     451523","           211882142.10","-","     368231","         81.55"
"DRREDDY","EQ","15-Jan-2009","        475.95","        471.25","        480.00","        440.20","        446.00","        445.20","        450.31","     400584","           180388868.00","-","     238767","         59.60"
"DRREDDY","EQ","16-Jan-2009","        445.20","        448.05","        454.90","        433.50","        449.95","        447.30","        442.14","     245106","           108371738.45","-","     101748","         41.51"
"DRREDDY","EQ","19-Jan-2009","        447.30","        453.00","        461.70","        446.05","        456.00","        457.45","        454.58","     244816","           111288759.50","-","     128730","         52.58"
"DRREDDY","EQ","20-Jan-2009","        457.45","        455.00","        471.25","        449.05","        466.00","        467.90","        460.97","     396897","           182956025.85","-","     231577","         58.35"
"DRREDDY","EQ","21-Jan-2009","        467.90","        464.90","        464.90","        442.05","        442.05","        447.05","        450.38","     506395","           228067661.95","-","     285379","         56.36"
"DRREDDY","EQ","22-Jan-2009","        447.05","        450.00","        455.00","        418.05","        430.50","        428.50","        431.18","     458202","           197565804.35","-","     303343","         66.20"
"DRREDDY","EQ","23-Jan-2009","        428.50","        422.00","        441.10","        421.00","        432.00","        432.20","        432.99","     217054","            93982879.80","-","      93580","         43.11"
"DRREDDY","EQ","27-Jan-2009","        432.20","        440.00","        447.00","        431.10","        441.25","        443.90","        440.49","     144589","            63690589.05","-","      85026","         58.81"
"DRREDDY","EQ","28-Jan-2009","        443.90","        445.00","        449.90","        440.10","        441.00","        442.55","        444.25","     108407","            48159389.40","-","      70971","         65.47"
"DRREDDY","EQ","29-Jan-2009","        442.55","        440.00","        458.95","        435.00","        455.00","        453.05","        448.10","     275559","           123477169.90","-","     202058","         73.33"
"DRREDDY","EQ","30-Jan-2009","        453.05","        441.65","        455.50","        440.50","        449.95","        449.80","        452.54","     208004","            94129378.40","-","     150932","         72.56"
"DRREDDY","EQ","02-Feb-2009","        449.80","        446.05","        455.10","        444.20","        449.50","        448.90","        450.06","      65220","            29352906.85","-","      34671","         53.16"
"DRREDDY","EQ","03-Feb-2009","        448.90","        450.00","        453.00","        432.20","        437.35","        437.80","        442.59","     166678","            73769785.50","-","     132371","         79.42"
"DRREDDY","EQ","04-Feb-2009","        437.80","        437.00","        449.80","        432.00","        435.40","        436.60","        438.90","     219596","            96381749.25","-","      89867","         40.92"
