"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFOSYSTCH","EQ","01-Jan-2004","       5564.70","       5598.00","       5654.80","       5583.00","       5645.00","       5636.35","       5628.70","     184550","          1038775937.05","-","      28104","         15.23"
"INFOSYSTCH","EQ","02-Jan-2004","       5636.35","       5650.00","       5710.00","       5616.00","       5700.00","       5666.80","       5666.92","     267862","          1517952167.75","-","      56582","         21.12"
"INFOSYSTCH","EQ","05-Jan-2004","       5666.80","       5750.00","       5945.00","       5680.00","       5919.00","       5886.70","       5800.12","     387605","          2248153922.60","-","     103084","         26.60"
"INFOSYSTCH","EQ","06-Jan-2004","       5886.70","       5950.00","       6010.00","       5632.35","       5650.00","       5685.00","       5814.21","     383586","          2230249944.60","-","      72412","         18.88"
"INFOSYSTCH","EQ","07-Jan-2004","       5685.00","       5748.00","       5797.00","       5593.25","       5655.15","       5693.20","       5695.63","     606297","          3453244801.45","-","     139576","         23.02"
"INFOSYSTCH","EQ","08-Jan-2004","       5693.20","       5721.25","       5894.20","       5721.25","       5879.00","       5848.10","       5823.26","     586724","          3416646737.40","-","     210288","         35.84"
"INFOSYSTCH","EQ","09-Jan-2004","       5848.10","       6000.00","       6100.00","       5771.00","       5802.00","       5820.60","       5904.88","     761629","          4497327848.10","-","     187614","         24.63"
"INFOSYSTCH","EQ","12-Jan-2004","       5820.60","       5899.00","       5899.00","       5682.00","       5728.00","       5720.15","       5735.99","     347476","          1993118400.90","-","     105153","         30.26"
"INFOSYSTCH","EQ","13-Jan-2004","       5720.15","       5770.00","       5809.00","       5685.10","       5799.00","       5793.60","       5761.74","     357358","          2059005562.60","-","      65377","         18.29"
"INFOSYSTCH","EQ","14-Jan-2004","       5793.60","       5794.00","       5805.75","       5680.00","       5699.00","       5705.50","       5742.35","     343825","          1974364990.15","-","     103695","         30.16"
"INFOSYSTCH","EQ","15-Jan-2004","       5705.50","       5701.25","       5759.00","       5525.00","       5536.00","       5561.45","       5635.37","     533840","          3008387809.95","-","     182274","         34.14"
"INFOSYSTCH","EQ","16-Jan-2004","       5561.45","       5550.00","       5559.90","       5472.35","       5525.00","       5523.90","       5521.24","     413359","          2282252313.20","-","     107754","         26.07"
"INFOSYSTCH","EQ","19-Jan-2004","       5523.90","       5535.00","       5535.00","       5386.00","       5513.00","       5502.60","       5458.77","     475433","          2595280099.90","-","     151478","         31.86"
"INFOSYSTCH","EQ","20-Jan-2004","       5502.60","       5525.00","       5620.00","       5376.00","       5405.00","       5410.55","       5512.43","     368921","          2033652605.90","-","      77896","         21.11"
"INFOSYSTCH","EQ","21-Jan-2004","       5410.55","       5425.00","       5550.00","       5335.00","       5385.00","       5396.00","       5478.79","     453287","          2483464335.90","-","      90540","         19.97"
"INFOSYSTCH","EQ","22-Jan-2004","       5396.00","       5400.00","       5545.00","       5053.35","       5194.00","       5174.20","       5338.65","     798513","          4262978925.30","-","     217163","         27.20"
"INFOSYSTCH","EQ","23-Jan-2004","       5174.20","       5225.35","       5507.00","       5200.00","       5495.00","       5461.25","       5321.85","     573936","          3054400686.20","-","     199527","         34.76"
