date,close_10_sma,close_10_ema,kdjk_10,kdjd_10,macd,rsi_10,wr_10,cci_10,Momentum,ADOsc,OpenPrice,UpDown
13-Jan-2012,2792.5399999999995,2745.8775314721825,33.401132580668595,51.39267842641365,-22.399671009929534,14.250223847266838,90.6756165183132,-190.30029474080132,-280.10000000000036,41985.65043564956,2618.0,0.0
16-Jan-2012,2770.1249999999995,2724.753364186897,30.818421282681253,44.53459271183618,-25.927055126880532,28.662387796143122,74.34700131329343,-106.94934734422431,-214.25,12228.837798150606,2581.25,0.0
17-Jan-2012,2750.8899999999994,2712.4466218613184,31.22706756653677,40.09875099673638,-26.96203478367488,33.521729358863155,67.95563986575218,-63.816874505646055,-178.0999999999999,-109104.85754141549,2650.0,1.0
18-Jan-2012,2728.079999999999,2693.022550680242,26.63544861457042,35.61098353601439,-30.284358841030098,28.582662362374904,82.54778928936227,-72.26132467063702,-220.0999999999999,-191007.64109746338,2644.0,0.0
19-Jan-2012,2704.334999999999,2674.218916603821,21.886544029928586,31.036170367319116,-33.433067563170425,27.04623415834793,87.61126513935508,-68.23680337000971,-240.5,-210012.2247498356,2616.0,0.0
20-Jan-2012,2679.694999999999,2658.0355770463425,18.146649762838734,26.739663499158986,-35.75990407147174,26.5078477563482,89.33313877134097,-63.423477116392135,-247.75,-252733.44739918516,2596.0,0.0
23-Jan-2012,2656.069999999999,2647.18002126209,16.772118373922275,23.417148457413415,-36.37899142652168,29.545240390333916,85.97694440391065,-51.767119374691596,-263.2999999999997,-219200.85223506176,2590.0,0.0
24-Jan-2012,2631.789999999999,2642.2505793369733,17.85002453587135,21.56144048356606,-35.11399367428203,34.87628875552146,79.99416314023051,-26.89733307132227,-205.79999999999973,-510258.7629407322,2618.0,1.0
25-Jan-2012,2615.709999999999,2646.629000586144,31.04034505509842,24.72107534074351,-30.828035471354724,45.02249044593727,42.57901390644744,124.41663190098784,77.55000000000018,-2143216.8590445733,2635.0,1.0
27-Jan-2012,2629.3849999999993,2661.140519499798,52.202911295282206,33.88168732558974,-23.293721602759888,55.22040165773,5.471956224350205,199.5138958358794,140.80000000000018,-2624148.285301034,2702.0,1.0
30-Jan-2012,2642.194999999999,2670.581841197995,63.367368294733424,43.71024764863763,-18.03354313463842,52.88223496314222,14.303717706364111,128.93127372059794,72.15000000000009,-2129411.5657115034,2698.9,0.0
31-Jan-2012,2652.779999999999,2684.4621509493045,73.96157419069507,53.79402316265678,-11.485709922090336,58.111647019403556,4.850014017381606,127.98393693760643,83.94999999999982,-1577723.7622708236,2712.0,1.0
01-Feb-2012,2660.844999999999,2695.1567051103725,80.40761333299861,62.665219886104055,-6.495586065088901,57.41828519021342,6.700308382394325,91.68109227296628,130.64999999999964,-1235872.2410076107,2739.7,1.0
02-Feb-2012,2675.3399999999992,2706.4927435914897,82.74553677126531,69.35865884782447,-1.5601176971717905,59.731630065737434,12.57861635220127,98.30443602403642,162.30000000000018,-1061723.0469419034,2740.1,1.0
03-Feb-2012,2694.194999999999,2720.5416954999414,87.14483783514734,75.28738517693209,4.1207463873606685,63.74855169391402,4.056560037088552,96.8709317463269,194.44999999999982,-1005447.7708363812,2740.05,0.0
06-Feb-2012,2713.0249999999987,2730.8810754375922,86.73977463716687,79.10484833034369,8.062888034663501,62.135050601438536,14.070351758794047,97.30590948686365,176.79999999999973,-918792.8868735926,2805.1,1.0
07-Feb-2012,2725.744999999999,2730.26359560027,78.57178024190645,78.92715896753127,7.524404789027358,50.64763867185492,37.7642085486144,47.271350056369165,106.69999999999982,-763759.9133241447,2805.0,0.0
08-Feb-2012,2740.579999999999,2737.359602836922,78.6523732686156,78.83556373455937,9.995002120164827,57.90825216206142,21.186440677966093,66.90000603463818,103.34999999999991,-368458.8183085276,2748.0,0.0
09-Feb-2012,2754.9899999999993,2750.5880443391,82.77585247586396,80.14899331499423,14.743935150044308,63.71188452867374,8.977189109639301,114.82204535215503,84.90000000000009,110513.20847499091,2749.0,1.0
10-Feb-2012,2761.5299999999997,2757.8442096855983,80.51824432027068,80.27207698341971,16.86383812394797,59.360149825612204,23.996971990915853,80.55222866021204,78.09999999999991,396861.01361353137,2799.0,1.0
13-Feb-2012,2769.14,2763.410872620369,78.12854616738228,79.55756671140723,18.17788449182126,58.90166768181771,26.650850138394517,72.56168826905031,42.40000000000009,697806.5477384082,2775.25,0.0
14-Feb-2012,2774.6449999999995,2770.2654978414284,79.87006544281272,79.66173295520906,19.925493279168222,61.017656656149605,16.64689600632642,95.4455305284021,58.350000000000364,954622.7392032337,2776.0,1.0
15-Feb-2012,2786.7849999999994,2787.349047613383,84.32821014026578,81.21722535022796,25.73019732522698,69.66658910227088,6.755500464828073,267.3677501593332,107.09999999999991,980938.021148446,2815.0,1.0
16-Feb-2012,2801.9799999999996,2809.482407484849,88.12275187166946,83.51906752404179,33.31133475036131,74.19222821726,4.288164665523162,213.94975417057117,125.69999999999982,1207891.3227401525,2864.0,1.0
17-Feb-2012,2818.4349999999995,2834.6534811847814,88.273751862495,85.10396230352619,41.763926683632235,77.43280501948597,11.424248155853917,171.47034114137105,170.70000000000027,1157754.624233762,2916.25,1.0
21-Feb-2012,2834.5499999999997,2853.5029489058747,87.1702069348731,85.79271051397515,47.17668517267248,74.86523760438347,15.036882920370726,115.36004429348601,210.75,832083.149441137,2930.0,1.0
22-Feb-2012,2857.0249999999996,2871.4676700332784,86.13813910096505,85.90785337630511,51.92619169926684,76.15321672538592,15.925996566851033,101.8159172997876,183.0999999999999,720484.5545161453,2905.2,0.0
23-Feb-2012,2873.4249999999997,2882.6881130996844,83.02145887295566,84.94572187518862,53.59727830470365,70.6641794361181,23.21190158306309,76.800922494028,123.25,903472.5892488363,2939.0,1.0
24-Feb-2012,2887.2399999999993,2894.576837997281,82.37392433545341,84.08845602861021,55.423716795484324,72.38921134105617,18.921144739551096,68.26621554711933,157.6500000000001,1007860.0586464762,2932.0,0.0
27-Feb-2012,2896.534999999999,2892.5349278728395,72.68012572131394,80.28567925951145,51.27459525427639,56.39063381608171,46.707471506964986,15.25848715907973,94.94999999999982,1059586.408090002,2965.0,1.0
28-Feb-2012,2904.934999999999,2888.87305342882,64.16356207507887,74.91164019803392,46.59927583190711,54.14055586258043,52.86956521739127,-42.366073901723766,71.34999999999991,1118041.8131830771,2886.0,0.0
29-Feb-2012,2913.1749999999993,2887.8868281045534,55.52244920461493,68.44857653356092,43.254188389649244,56.104444196323115,61.75977653631295,-63.148443369431476,19.34999999999991,1221853.6252404093,2894.0,1.0
01-Mar-2012,2912.4299999999994,2882.206388741077,46.12431357909074,61.00715554873753,38.07376600614907,50.29969617352496,72.67195767195761,-146.357425386552,-52.29999999999973,1380847.2970974054,2851.55,0.0
02-Mar-2012,2906.1049999999996,2875.5678919724496,37.9276728975243,53.31399466499978,32.735215993633574,48.043099509098745,78.46560846560855,-122.2915138175594,-102.10000000000036,1422367.2595438089,2865.0,1.0
03-Mar-2012,2897.1349999999993,2872.3915312739064,34.65019463009555,47.092727986698364,29.140581019662477,50.81928496846015,71.90476190476195,-73.31063654183436,-80.15000000000009,1336430.3785077035,2846.85,0.0
05-Mar-2012,2884.294999999999,2861.0192296282235,25.32178881742813,39.83574826360828,22.24647660869323,41.2824578612905,93.3350228079067,-109.7529985769463,-142.4000000000001,1204447.070961241,2858.1,1.0
06-Mar-2012,2874.3149999999996,2859.4610629795907,26.87760638751977,35.51636763824544,19.906733033659293,50.41151581690192,70.01075847229696,-62.985665637126694,-80.70000000000027,837067.8227623036,2805.1,0.0
07-Mar-2012,2869.3849999999993,2863.895706002505,34.30306302879208,35.11193276842765,20.293748420624524,56.012506511648986,50.84602368866328,2.2255518929187597,-64.20000000000027,601257.9270156175,2842.0,1.0
09-Mar-2012,2860.109999999999,2862.332766500144,34.47496735094364,34.899610962599645,18.135912599959738,50.275630083207915,65.18122400475323,21.355742296919153,-28.049999999999727,242397.58337145415,2894.0,1.0
12-Mar-2012,2853.5149999999994,2854.162813908062,32.03803793545499,33.94575328688476,13.274945118252163,43.6772627495319,72.83582089552232,-69.49102677258045,-55.0,-42164.92748195038,2915.0,1.0
13-Mar-2012,2852.254999999999,2855.1877936515407,40.960682006721285,36.2840628601636,12.636293241210296,51.57703362057572,41.19402985074613,17.52410972269211,-23.649999999999636,-198121.10660790768,2843.95,0.0
14-Mar-2012,2851.794999999999,2859.490139431027,51.64791735771466,41.40534769268062,13.485541691678009,54.74570471544264,26.977611940298573,135.44245758826116,22.199999999999818,-58379.63849335606,2890.0,1.0
15-Mar-2012,2854.319999999999,2863.5647575122566,59.53144739270532,47.447380926022184,14.236153763706625,55.26644542485913,24.701492537313367,117.90267699749927,36.20000000000027,66033.61055918038,2895.0,1.0
16-Mar-2012,2856.244999999999,2863.816624737967,60.57071617225126,51.82182600809854,13.329029928501313,51.60005080390645,37.350746268656856,59.772944877583164,6.849999999999909,110925.5350470813,2905.0,1.0
19-Mar-2012,2854.184999999999,2859.0317068545123,54.435203816326705,52.692951944174595,10.306003935711487,46.09726090545323,57.83582089552238,-39.05894586339013,27.65000000000009,-20646.796333746053,2895.0,0.0
20-Mar-2012,2856.334999999999,2853.9986029579536,48.81501149944166,51.400305129263614,7.335822350708895,44.905143180869885,62.425373134328424,-125.08320726172443,-21.09999999999991,51569.00303086545,2826.0,0.0
21-Mar-2012,2857.819999999999,2856.4170648440695,54.011002691170106,52.27053764989911,7.760066967193779,52.82843387081473,35.597014925373,-9.963045084997256,-16.549999999999727,273859.9982832847,2832.45,1.0
22-Mar-2012,2852.264999999999,2851.304826164669,47.773504281675635,50.771526527157945,4.925996931149712,45.02368748916048,64.7014925373133,-81.44106330884715,-27.0,145777.99574895133,2874.0,1.0
23-Mar-2012,2854.004999999999,2855.194885831624,54.65994812808222,52.067667060799366,6.156446385070922,53.68004259644832,31.567164179104612,18.324014179733563,55.29999999999973,-52371.498494575964,2833.0,0.0
26-Mar-2012,2855.3399999999992,2850.7503349038143,44.69889399015005,49.61140937058292,3.7343536233765917,46.06553141561017,75.22321428571429,-79.07564274037777,-29.050000000000182,-43335.28596099687,2869.0,1.0
27-Mar-2012,2856.9499999999994,2855.3230233655404,51.495691231528625,50.23950332423148,5.365422722764379,53.88773187428106,34.91071428571421,47.42097670966101,-2.949999999999818,-113401.7631536643,2860.0,0.0
28-Mar-2012,2853.374999999999,2853.100646700649,46.4819759725342,48.98699420699905,3.9860249147486684,48.240356850505144,63.545454545454625,-38.69558668474451,-38.80000000000018,-216785.192376117,2866.0,1.0
29-Mar-2012,2844.3849999999993,2841.991402298957,36.54353953724499,44.839175983747694,-1.186722509764877,40.83286584216285,83.33333333333344,-197.1134020618577,-72.94999999999982,-404371.19722313836,2820.5,0.0
30-Mar-2012,2844.519999999999,2846.411159024773,48.51339561156534,46.06391585968691,0.6615559386127643,52.5933519759801,27.546892239793948,14.375776100863861,28.800000000000182,-543010.5686206548,2809.9,0.0
02-Apr-2012,2845.789999999999,2847.100040692763,52.54576993204509,48.2245338838063,0.8256574866518349,50.19137739564817,39.3894814269954,65.46009135713199,18.84999999999991,-502852.513301034,2864.0,1.0
03-Apr-2012,2848.499999999999,2849.1636733113132,57.25682197995105,51.235296582521215,1.5991121749079866,51.453725200241045,33.321073924237034,53.33172477580741,-8.850000000000364,-355680.1392761151,2866.3,1.0
04-Apr-2012,2846.879999999999,2849.5157332192384,58.595390208038914,53.68866112436044,1.603626763808279,50.19444879097704,38.727473335785334,41.65435745937291,22.799999999999727,-383733.27690588037,2849.0,0.0
09-Apr-2012,2846.3249999999994,2844.6492305025545,52.536684069059135,53.30466877259334,-0.6614503329396939,45.42942871230236,59.58072820890041,-74.47048307489344,-49.94999999999982,-225620.54011289738,2837.5,0.0
10-Apr-2012,2836.1949999999993,2831.331175678467,41.901017765179866,49.50345177012218,-6.505918609977925,38.14223860517963,79.37031484257867,-175.91321435301177,-59.34999999999991,-257327.10466653126,2842.0,1.0
11-Apr-2012,2833.5599999999995,2826.4345943974745,41.407275211769104,46.80472625067115,-8.389175149637595,44.499245646892895,59.58020989505242,-110.80332409972499,-71.5,-180354.63245853368,2768.95,0.0
12-Apr-2012,2821.0349999999994,2812.655568289798,30.603202694721432,41.40421839868791,-14.039791176026029,37.52088261730336,91.00494233937391,-113.41038341588775,-92.44999999999982,-190520.0018928892,2822.75,1.0
13-Apr-2012,2776.9799999999996,2738.090879907521,21.299429902822077,34.702622233399296,-45.97406145689229,17.62823076209132,97.30811568097663,-323.42717784360246,-389.4499999999998,-352180.3972134085,2518.0,0.0
16-Apr-2012,2734.2349999999997,2670.174326775009,16.089128662945505,28.498124376581362,-73.4895634278596,16.56311060875342,94.33147381680763,-182.4204895777945,-501.75,-130195.96583476901,2400.0,0.0
17-Apr-2012,2685.6749999999997,2617.542612285118,13.584342628515145,23.526863793892623,-92.92419049207956,18.877713435638938,91.42522944034556,-119.64506347565354,-469.5,-146153.20120678347,2399.0,0.0
18-Apr-2012,2637.7799999999997,2572.7621242977507,11.39433589850574,19.482687828763662,-107.84236960599401,18.54327091335358,92.98567756151307,-87.89495075952705,-487.1999999999998,-159779.66545358283,2400.0,1.0
19-Apr-2012,2592.4749999999995,2542.332639910326,12.046614533309047,17.00399673027879,-115.58356197833973,23.9529425577622,86.64882819708434,-65.16517959643558,-445.6999999999998,-263923.0998248546,2379.9,0.0
20-Apr-2012,2548.105,2517.799427876511,12.740050958110771,15.58268147288945,-120.17153152560331,24.280170471883892,85.87307619228578,-53.25460458526563,-415.3499999999999,-427999.91336345056,2394.75,1.0
23-Apr-2012,2496.92,2480.1813440872475,8.855786298619508,13.340383081466136,-130.07632930420596,19.728959912014275,98.91274302036301,-67.22663986226286,-460.5,-565169.095953307,2390.0,0.0
24-Apr-2012,2454.7349999999997,2456.430187520697,13.86166144160197,13.514142534844746,-133.2767841394916,25.909381390886963,76.12658827243311,-77.58356410754291,-454.8499999999999,-408434.62692505005,2310.65,0.0
