date,close_10_sma,close_10_ema,kdjk_10,kdjd_10,macd,rsi_10,wr_10,cci_10,Momentum,ADOsc,OpenPrice,UpDown
16-Jan-2017,3057.715,3032.915622623855,19.122823476810524,24.998318125942667,-12.370992069487329,27.170795896029176,83.7837837837837,-99.87242209427427,-87.09999999999991,-9442.478319783142,2999.0,1.0
17-Jan-2017,3048.13,3021.6538743841465,17.035814973934023,22.344150408606453,-14.189980661782101,25.747666338624697,87.13820203181898,-85.01741147953956,-114.75,-16224.900602328227,2988.05,0.0
18-Jan-2017,3033.8050000000007,3007.207697086386,12.127371016293381,18.93855727783543,-16.96066879464979,21.64477947450571,97.6895168989879,-93.73548519857617,-188.19999999999982,20741.98958761851,2976.6,0.0
19-Jan-2017,3014.2050000000004,2994.253166842097,8.923178310665037,15.600097622111964,-19.26634022211647,20.644407919835757,97.48520710059165,-87.47581746257485,-218.9000000000001,-12213.987644896159,2958.0,0.0
20-Jan-2017,2993.03,2985.2927625551347,9.851919443577273,13.684038229267067,-20.33505005480947,24.21201846596948,88.29059829059825,-97.6018143643056,-112.79999999999973,-81395.68004940802,2940.0,0.0
23-Jan-2017,2979.3750000000005,2973.6140174088146,10.420887472188788,12.596321310240972,-22.330820681787372,20.766338795418577,88.44117647058818,-118.16223868907385,-118.19999999999982,-141887.50927364145,2939.0,0.0
24-Jan-2017,2972.5250000000005,2973.564376340759,21.765634383168575,15.65275900121684,-20.500088116572442,40.466016200946065,55.54487179487185,-29.794149512455746,-69.09999999999991,-145184.08256552037,2940.25,1.0
25-Jan-2017,2967.9100000000003,2977.8128163001534,41.240802302361516,24.182106768265065,-17.399385054520735,47.201307035709995,19.808861859252602,68.86975679045146,-12.199999999999818,-43078.62623241678,2975.0,1.0
27-Jan-2017,2966.5150000000003,2980.924673776874,55.558334341354296,34.64084929262814,-14.917093348675735,46.753165417424064,15.806601580660132,75.95757735122035,14.800000000000182,-36540.99435893365,2970.0,0.0
30-Jan-2017,2970.245,2987.6137980533235,63.97479616085523,44.41883158203717,-11.3572175786976,53.11261108988192,19.192280200142882,137.3229785290135,31.75,-32861.83318563434,2990.0,1.0
31-Jan-2017,2973.5950000000003,2993.36911382754,70.00273520564046,52.9467994565716,-8.354860747679595,53.59161050724914,17.941386704789057,131.02346566500927,42.25,-49542.95136953343,3024.0,1.0
01-Feb-2017,2976.0600000000004,2994.810346647693,69.8278897082158,58.57382954045299,-7.111395388189521,48.10049485201689,30.521801286633483,44.74055624741069,53.149999999999636,-143101.9125677597,3021.1,0.0
02-Feb-2017,2990.96,3013.5852074642953,73.8767672364751,63.67480877246035,0.44913183892913366,67.96352344832799,18.025477707006292,177.3512594019684,156.80000000000018,-225382.9476881235,3003.1,0.0
03-Feb-2017,3011.3900000000003,3037.591398119335,80.69562260209453,69.3484133823384,9.581402842143689,73.53969450478306,5.666666666666596,185.39465198194503,197.1500000000001,-209368.08564671793,3110.0,1.0
06-Feb-2017,3026.3300000000004,3048.428403495883,77.33798527563326,72.01160401343668,13.25143261373978,61.569661097245486,29.377289377289312,114.5738833448989,173.1500000000001,-205445.04564853944,3170.0,1.0
07-Feb-2017,3040.475,3051.476125169065,69.68301974542726,71.23540925743353,13.727205073956156,54.96971480148675,45.626911314984746,53.614950933056704,91.75,-139286.6795725762,3095.0,0.0
08-Feb-2017,3044.685,3044.896737539492,56.667168452010884,66.37932898895932,10.41819864456511,46.32741735210433,69.36453413482187,-21.217664506658526,19.149999999999636,-45694.212030068855,3067.95,0.0
09-Feb-2017,3047.365,3040.919259814225,49.08482476734888,60.6144942484225,8.263648644590376,47.73418737736223,66.07986260197511,-43.593417210106296,28.549999999999727,17226.58363051433,3022.0,0.0
10-Feb-2017,3045.515,3029.0897242409233,37.295994527881966,52.841661008242326,3.0948248865438472,40.48314363346485,86.28166595105185,-86.41718756926494,-41.0,47547.19165236072,3024.9,1.0
13-Feb-2017,3040.505,3017.76407830887,28.13435559050724,44.605892535663955,-1.6371328486902712,39.20336860242184,90.18892228424221,-107.97749493839189,-51.850000000000364,30145.622081926558,2980.95,0.0
14-Feb-2017,3032.77,3003.8611569066716,19.64466681240425,36.285483961244054,-7.1789633917592255,35.69045280711866,97.33471074380174,-112.81022420240491,-59.75,44307.6613399433,2971.8,0.0
15-Feb-2017,3023.7850000000003,2987.0135476896467,13.730368716885954,28.767112213124687,-13.641665061060849,31.937067142528676,98.09822747415063,-126.27263681591782,-185.70000000000027,119491.10943755525,2940.0,0.0
16-Feb-2017,3006.4000000000005,2975.395625784559,20.108920148866957,25.881048191705442,-17.65791036495557,34.93042373774702,67.13397698717102,-125.68300267156943,-221.35000000000036,193586.11140577428,2914.1,0.0
17-Feb-2017,2983.2150000000006,2963.983997663058,23.43548430503752,25.065860229482798,-21.376114892621445,33.48074634023749,69.91138738262136,-75.96165088272882,-184.10000000000036,170989.07437808873,2926.0,1.0
20-Feb-2017,2963.4100000000008,2952.1126967456553,26.318614141524783,25.483444866830123,-25.081640648242228,31.547971126832067,67.91512618550068,-83.18651005516743,-166.3499999999999,120068.14660444768,2922.4,0.0
21-Feb-2017,2946.3050000000007,2941.548143605998,29.330129378116936,26.76567303725906,-28.044830440251644,30.880621547955016,64.64684014869874,-71.70250867656311,-121.39999999999964,19277.254106995475,2898.0,0.0
22-Feb-2017,2935.080000000001,2934.5715939470247,34.315526637237966,29.282290903918692,-29.349407225559844,33.90496773324264,55.71367884451999,-55.39059213619064,-119.90000000000009,7645.602933000482,2902.0,1.0
