"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFC","EQ","01-Jan-2014","        794.65","        798.25","        800.10","        790.60","        794.80","        793.50","        794.33","     587564","           466719913.10","      30949","     308810","         52.56"
"HDFC","EQ","02-Jan-2014","        793.50","        791.60","        809.50","        784.00","        786.50","        791.10","        801.14","    2538179","          2033431419.30","      84179","    1769558","         69.72"
"HDFC","EQ","03-Jan-2014","        791.10","        791.00","        794.90","        780.00","        793.15","        791.00","        790.21","    1855802","          1466480661.95","      54240","    1448449","         78.05"
"HDFC","EQ","06-Jan-2014","        791.00","        790.00","        798.40","        784.35","        795.00","        795.85","        791.03","    1861785","          1472733743.50","      24908","    1529849","         82.17"
"HDFC","EQ","07-Jan-2014","        795.85","        794.00","        800.60","        788.40","        798.00","        797.90","        794.87","    2216143","          1761543265.80","      56220","    1738763","         78.46"
"HDFC","EQ","08-Jan-2014","        797.90","        797.90","        805.50","        795.35","        802.50","        804.30","        801.71","    2659846","          2132427927.40","      36777","    1923423","         72.31"
"HDFC","EQ","09-Jan-2014","        804.30","        803.25","        806.85","        797.40","        801.00","        802.15","        803.30","    2287549","          1837597513.85","      58315","    1805312","         78.92"
"HDFC","EQ","10-Jan-2014","        802.15","        796.20","        806.25","        796.20","        801.70","        801.45","        802.15","    3261578","          2616275301.30","      64080","    2410677","         73.91"
"HDFC","EQ","13-Jan-2014","        801.45","        803.00","        822.00","        800.00","        821.40","        818.65","        812.52","    2639823","          2144913567.05","      54096","    1950600","         73.89"
"HDFC","EQ","14-Jan-2014","        818.65","        817.10","        826.25","        817.10","        820.80","        824.35","        824.38","    2018695","          1664173008.65","      38524","    1447853","         71.72"
"HDFC","EQ","15-Jan-2014","        824.35","        824.10","        849.80","        820.65","        843.00","        846.50","        838.53","    4991438","          4185450987.15","     102630","    3914433","         78.42"
"HDFC","EQ","16-Jan-2014","        846.50","        846.00","        866.50","        845.30","        850.75","        857.60","        855.92","    4470573","          3826441561.40","      65821","    3429073","         76.70"
"HDFC","EQ","17-Jan-2014","        857.60","        852.00","        861.95","        834.25","        841.05","        840.05","        843.04","    3708927","          3126776359.85","      73601","    2402882","         64.79"
"HDFC","EQ","20-Jan-2014","        840.05","        844.40","        845.00","        829.05","        833.90","        834.80","        836.36","    2884920","          2412820353.85","      35695","    2151809","         74.59"
"HDFC","EQ","21-Jan-2014","        834.80","        838.00","        843.30","        832.20","        836.55","        838.15","        837.22","    4270055","          3574954557.95","      39643","    3788972","         88.73"
"HDFC","EQ","22-Jan-2014","        838.15","        838.15","        846.10","        830.60","        841.50","        841.05","        837.97","    2824568","          2366915584.75","      41382","    1976330","         69.97"
"HDFC","EQ","23-Jan-2014","        841.05","        836.20","        859.45","        836.20","        855.35","        856.15","        851.31","    3523391","          2999493331.90","      65755","    2677207","         75.98"
"HDFC","EQ","24-Jan-2014","        856.15","        849.00","        851.95","        843.50","        844.50","        844.70","        845.06","    3481450","          2942036653.60","      49176","    3056154","         87.78"
"HDFC","EQ","27-Jan-2014","        844.70","        835.00","        842.50","        830.95","        832.05","        833.00","        835.42","    3281902","          2741777915.85","      68437","    2653299","         80.85"
"HDFC","EQ","28-Jan-2014","        833.00","        832.50","        845.00","        826.70","        832.00","        831.15","        836.03","    3437311","          2873691089.00","      52468","    2584644","         75.19"
"HDFC","EQ","29-Jan-2014","        831.15","        836.00","        839.00","        820.70","        826.35","        825.15","        827.94","    3226325","          2671208040.85","      57057","    2520007","         78.11"
"HDFC","EQ","30-Jan-2014","        825.15","        811.25","        833.90","        810.30","        828.50","        829.15","        820.40","    6127036","          5026628188.20","      60948","    5069872","         82.75"
"HDFC","EQ","31-Jan-2014","        829.15","        828.80","        830.45","        804.35","        806.10","        808.45","        813.41","    5171853","          4206840595.45","      81297","    4256181","         82.30"
"HDFC","EQ","03-Feb-2014","        808.45","        802.10","        808.65","        785.35","        785.35","        788.85","        797.10","    3091470","          2464225977.30","      78301","    2517132","         81.42"
"HDFC","EQ","04-Feb-2014","        788.85","        782.00","        796.00","        778.45","        788.60","        788.15","        787.13","    2792957","          2198428788.00","     132736","    1933777","         69.24"
"HDFC","EQ","05-Feb-2014","        788.15","        787.90","        789.65","        779.00","        784.90","        784.80","        784.35","    1773469","          1391027861.75","      51808","    1094568","         61.72"
"HDFC","EQ","06-Feb-2014","        784.80","        789.75","        796.30","        772.35","        786.85","        785.35","        783.15","    2223598","          1741415688.95","      57632","    1319824","         59.36"
"HDFC","EQ","07-Feb-2014","        785.35","        790.80","        793.95","        775.30","        785.00","        783.45","        784.40","    2360800","          1851806030.75","      60167","    1650627","         69.92"
"HDFC","EQ","10-Feb-2014","        783.45","        783.25","        785.65","        762.80","        764.00","        765.40","        771.76","    2554784","          1971682489.35","      71174","    1897035","         74.25"
"HDFC","EQ","11-Feb-2014","        765.40","        764.00","        777.25","        764.00","        776.40","        774.80","        772.12","    2415467","          1865030503.65","      38769","    1838396","         76.11"
"HDFC","EQ","12-Feb-2014","        774.80","        779.00","        786.65","        773.90","        785.00","        785.50","        782.81","    2260055","          1769202376.40","      60098","    1838519","         81.35"
"HDFC","EQ","13-Feb-2014","        785.50","        780.25","        784.85","        763.20","        764.55","        766.05","        770.80","    1859299","          1433156333.15","      75230","    1294822","         69.64"
"HDFC","EQ","14-Feb-2014","        766.05","        763.20","        773.60","        755.00","        771.00","        770.70","        763.89","    3607903","          2756050895.05","      67547","    2216549","         61.44"
"HDFC","EQ","17-Feb-2014","        770.70","        767.00","        788.50","        767.00","        779.00","        779.30","        781.83","    4922666","          3848665773.85","     104655","    3965386","         80.55"
"HDFC","EQ","18-Feb-2014","        779.30","        779.30","        807.50","        779.30","        802.00","        803.90","        800.74","    2435186","          1949961642.80","      49150","    1729054","         71.00"
"HDFC","EQ","19-Feb-2014","        803.90","        804.10","        808.40","        792.75","        806.50","        805.80","        800.02","    1513961","          1211191587.35","      53700","    1052806","         69.54"
"HDFC","EQ","20-Feb-2014","        805.80","        799.45","        805.10","        788.95","        792.20","        791.65","        796.71","    1414959","          1127317189.60","      54748","     921328","         65.11"
"HDFC","EQ","21-Feb-2014","        791.65","        792.30","        803.75","        791.05","        798.85","        800.60","        799.99","     928876","           743093304.85","      65661","     635944","         68.46"
"HDFC","EQ","24-Feb-2014","        800.60","        797.00","        813.20","        788.55","        813.05","        810.25","        802.87","     768621","           617100138.05","      45193","     419887","         54.63"
"HDFC","EQ","25-Feb-2014","        810.25","        815.10","        817.65","        807.15","        812.00","        811.40","        813.38","    1121054","           911847596.80","      44908","     704968","         62.88"
"HDFC","EQ","26-Feb-2014","        811.40","        814.00","        821.75","        810.00","        819.10","        819.10","        816.43","    2057241","          1679587031.70","      42519","    1533291","         74.53"
"HDFC","EQ","28-Feb-2014","        819.10","        812.25","        824.05","        810.55","        815.00","        819.30","        818.10","    3326028","          2721024305.65","      79950","    2566480","         77.16"
"HDFC","EQ","03-Mar-2014","        819.30","        815.00","        825.90","        808.90","        816.00","        812.55","        816.55","    1144895","           934868049.45","      55429","     827144","         72.25"
"HDFC","EQ","04-Mar-2014","        812.55","        811.00","        824.60","        811.00","        821.10","        821.85","        821.00","    1135629","           932349728.35","      49082","     801794","         70.60"
"HDFC","EQ","05-Mar-2014","        821.85","        824.00","        828.60","        812.60","        827.10","        827.15","        820.81","    1275795","          1047182032.70","      64801","     907830","         71.16"
"HDFC","EQ","06-Mar-2014","        827.15","        830.00","        841.90","        824.05","        840.00","        837.85","        834.52","    1724126","          1438820013.05","      51989","    1114749","         64.66"
"HDFC","EQ","07-Mar-2014","        837.85","        837.85","        853.90","        837.25","        849.90","        848.25","        846.87","    3494157","          2959087371.95","      90930","    2794083","         79.96"
"HDFC","EQ","10-Mar-2014","        848.25","        841.00","        858.00","        831.10","        855.00","        850.20","        845.62","    3766475","          3185017044.45","      91050","    2899724","         76.99"
"HDFC","EQ","11-Mar-2014","        850.20","        850.20","        856.10","        843.65","        854.95","        853.10","        849.60","    3292684","          2797457857.35","     121197","    2619563","         79.56"
"HDFC","EQ","12-Mar-2014","        853.10","        846.25","        858.00","        845.15","        855.50","        854.65","        854.14","    3043527","          2599605372.20","      88356","    2366708","         77.76"
"HDFC","EQ","13-Mar-2014","        854.65","        858.10","        868.80","        850.00","        862.05","        865.40","        865.00","    3525842","          3049854768.00","      94263","    2695421","         76.45"
"HDFC","EQ","14-Mar-2014","        865.40","        855.10","        862.80","        852.25","        853.90","        856.65","        856.59","    3850399","          3298195865.15","      66000","    3172800","         82.40"
"HDFC","EQ","18-Mar-2014","        856.65","        859.80","        859.80","        841.00","        854.80","        852.20","        849.21","    3207184","          2723564177.35","     103895","    2601576","         81.12"
"HDFC","EQ","19-Mar-2014","        852.20","        856.00","        869.10","        854.95","        867.50","        867.70","        864.10","    2125150","          1836349450.15","      63226","    1507917","         70.96"
"HDFC","EQ","20-Mar-2014","        867.70","        868.00","        868.00","        845.60","        848.00","        847.85","        853.21","    1959880","          1672185207.90","      70693","    1492055","         76.13"
"HDFC","EQ","21-Mar-2014","        847.85","        852.25","        857.45","        839.00","        845.60","        843.25","        847.61","    4354231","          3690692012.75","      70408","    2779657","         63.84"
"HDFC","EQ","22-Mar-2014","        843.25","        845.50","        847.00","        840.70","        845.00","        841.90","        842.28","      82662","            69624174.75","       1444","      42759","         51.73"
"HDFC","EQ","24-Mar-2014","        841.90","        845.10","        863.70","        841.00","        861.05","        860.25","        855.12","    3077297","          2631467702.90","      64743","    2389588","         77.65"
"HDFC","EQ","25-Mar-2014","        860.25","        856.20","        874.50","        856.20","        870.00","        871.70","        869.95","    2470681","          2149366497.00","      48016","    1993239","         80.68"
"HDFC","EQ","26-Mar-2014","        871.70","        873.00","        874.70","        861.10","        864.05","        866.40","        868.77","    2320464","          2015945225.25","      54580","    1672470","         72.07"
"HDFC","EQ","27-Mar-2014","        866.40","        870.50","        880.00","        860.90","        877.30","        875.10","        874.45","    4636590","          4054445933.10","      61196","    3534423","         76.23"
"HDFC","EQ","28-Mar-2014","        875.10","        880.00","        880.00","        856.05","        877.00","        875.80","        867.54","    2485454","          2156238127.80","      85227","    1809046","         72.79"
"HDFC","EQ","31-Mar-2014","        875.80","        880.90","        887.00","        873.20","        880.00","        883.90","        880.87","    2082316","          1834243210.30","      47468","    1482145","         71.18"
"HDFC","EQ","01-Apr-2014","        883.90","        885.00","        894.80","        870.40","        887.00","        888.80","        879.86","    2802631","          2465931607.30","      59888","    2008096","         71.65"
"HDFC","EQ","02-Apr-2014","        888.80","        889.80","        905.35","        888.40","        903.00","        899.00","        896.23","    3619290","          3243734346.75","     101407","    2894522","         79.97"
"HDFC","EQ","03-Apr-2014","        899.00","        899.10","        908.10","        892.15","        901.00","        904.15","        899.44","    2801434","          2519708951.90","      89593","    2306023","         82.32"
"HDFC","EQ","04-Apr-2014","        904.15","        902.00","        903.00","        892.70","        895.15","        895.10","        896.71","    3581987","          3211986918.10","      82337","    2878774","         80.37"
"HDFC","EQ","07-Apr-2014","        895.10","        895.10","        900.90","        880.80","        897.00","        895.85","        889.68","    4525721","          4026460168.45","     124019","    3354612","         74.12"
"HDFC","EQ","09-Apr-2014","        895.85","        902.25","        929.70","        896.00","        929.00","        922.70","        910.19","    4159510","          3785938194.05","     124940","    3058785","         73.54"
"HDFC","EQ","10-Apr-2014","        922.70","        925.00","        934.40","        916.20","        925.40","        927.25","        926.53","    2445503","          2265825981.00","      66714","    1774568","         72.56"
