"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"RELIANCE","EQ","01-Jan-2014","        895.20","        897.45","        898.25","        887.60","        888.25","        888.80","        891.42","    1337074","          1191892428.40","      26754","     607039","         45.40"
"RELIANCE","EQ","02-Jan-2014","        888.80","        887.70","        896.00","        870.10","        873.00","        875.00","        885.11","    1376901","          1218714772.40","      45289","     698939","         50.76"
"RELIANCE","EQ","03-Jan-2014","        875.00","        871.60","        873.35","        855.00","        865.20","        864.25","        864.22","    2933613","          2535278981.70","      95307","    1575724","         53.71"
"RELIANCE","EQ","06-Jan-2014","        864.25","        862.10","        863.25","        850.00","        855.15","        854.95","        854.84","    3043781","          2601945346.50","      69293","    2136241","         70.18"
"RELIANCE","EQ","07-Jan-2014","        854.95","        854.60","        859.95","        840.05","        840.65","        842.10","        846.40","    3957111","          3349305775.80","     202802","    2791907","         70.55"
"RELIANCE","EQ","08-Jan-2014","        842.10","        844.40","        857.35","        844.40","        849.00","        849.05","        850.03","    2909048","          2472792580.50","     129198","    1683482","         57.87"
"RELIANCE","EQ","09-Jan-2014","        849.05","        850.45","        853.80","        845.05","        853.00","        850.70","        849.40","    1899340","          1613298088.65","      94510","    1085278","         57.14"
"RELIANCE","EQ","10-Jan-2014","        850.70","        848.35","        876.30","        848.00","        856.15","        858.15","        863.52","    3392170","          2929214448.80","     107766","    1382611","         40.76"
"RELIANCE","EQ","13-Jan-2014","        858.15","        868.25","        883.00","        868.00","        881.50","        880.40","        876.44","    2756390","          2415820516.40","      61589","    1490091","         54.06"
"RELIANCE","EQ","14-Jan-2014","        880.40","        878.50","        884.55","        872.45","        879.20","        881.50","        880.74","    2760267","          2431078193.10","      69490","    1728217","         62.61"
"RELIANCE","EQ","15-Jan-2014","        881.50","        884.70","        895.00","        881.00","        882.50","        885.45","        889.77","    2893960","          2574946741.45","      89015","    1774302","         61.31"
"RELIANCE","EQ","16-Jan-2014","        885.45","        888.70","        893.30","        882.05","        885.20","        886.15","        888.21","    4123266","          3662316129.10","      84894","    3065412","         74.34"
"RELIANCE","EQ","17-Jan-2014","        886.15","        889.15","        896.90","        880.25","        883.50","        884.75","        890.33","    3534630","          3146980528.75","      96563","    2343127","         66.29"
"RELIANCE","EQ","20-Jan-2014","        884.75","        886.90","        889.00","        866.10","        868.00","        869.75","        872.35","    3789008","          3305346254.95","     124858","    2324348","         61.34"
"RELIANCE","EQ","21-Jan-2014","        869.75","        872.65","        873.60","        862.00","        862.90","        863.05","        865.66","    2241570","          1940428294.30","      75224","    1272790","         56.78"
"RELIANCE","EQ","22-Jan-2014","        863.05","        863.50","        875.35","        858.15","        868.00","        872.45","        869.82","    1947009","          1693549590.80","      69492","    1183161","         60.77"
"RELIANCE","EQ","23-Jan-2014","        872.45","        860.60","        871.30","        860.60","        866.00","        865.80","        866.40","    3146981","          2726544716.80","      95616","    2391312","         75.99"
"RELIANCE","EQ","24-Jan-2014","        865.80","        862.00","        874.65","        861.10","        866.80","        867.65","        868.87","    2715344","          2359271346.35","      78817","    1766565","         65.06"
"RELIANCE","EQ","27-Jan-2014","        867.65","        856.00","        860.80","        840.35","        846.75","        843.15","        850.73","    2822051","          2400797631.10","      87797","    1905116","         67.51"
"RELIANCE","EQ","28-Jan-2014","        843.15","        847.00","        856.00","        842.70","        845.70","        844.85","        848.94","    2645575","          2245943921.45","      81449","    1703652","         64.40"
"RELIANCE","EQ","29-Jan-2014","        844.85","        849.80","        852.50","        835.00","        835.60","        836.60","        843.22","    2828526","          2385070074.80","      65752","    1959270","         69.27"
"RELIANCE","EQ","30-Jan-2014","        836.60","        831.40","        833.85","        822.20","        825.60","        825.00","        827.27","    3223490","          2666709542.00","      68894","    2168732","         67.28"
"RELIANCE","EQ","31-Jan-2014","        825.00","        827.00","        833.45","        826.15","        830.55","        831.15","        830.20","    2523182","          2094742988.35","      85962","    1808902","         71.69"
"RELIANCE","EQ","03-Feb-2014","        831.15","        826.20","        829.80","        819.45","        820.50","        820.90","        824.70","    1880728","          1551033362.75","      40585","    1356016","         72.10"
"RELIANCE","EQ","04-Feb-2014","        820.90","        814.50","        826.65","        813.15","        823.75","        821.55","        819.02","    2825803","          2314386690.60","      90471","    1839228","         65.09"
"RELIANCE","EQ","05-Feb-2014","        821.55","        820.10","        821.50","        806.90","        816.30","        817.25","        815.06","    2582636","          2104992137.75","      75411","    1352526","         52.37"
"RELIANCE","EQ","06-Feb-2014","        817.25","        820.00","        824.10","        808.15","        815.90","        815.85","        816.24","    2474757","          2020001612.30","      73975","    1390102","         56.17"
"RELIANCE","EQ","07-Feb-2014","        815.85","        822.10","        823.80","        810.60","        813.00","        814.45","        816.81","    1933597","          1579390182.05","      62348","    1112249","         57.52"
"RELIANCE","EQ","10-Feb-2014","        814.45","        815.25","        825.60","        811.15","        821.75","        821.95","        821.91","    2364740","          1943602538.45","      47168","    1548389","         65.48"
"RELIANCE","EQ","11-Feb-2014","        821.95","        823.00","        825.00","        802.75","        803.75","        805.25","        810.89","    2882244","          2337196117.75","      98774","    1660587","         57.61"
"RELIANCE","EQ","12-Feb-2014","        805.25","        808.00","        821.90","        807.40","        815.00","        817.90","        816.72","    2246719","          1834938958.05","      80982","    1164160","         51.82"
"RELIANCE","EQ","13-Feb-2014","        817.90","        818.90","        818.90","        805.05","        806.80","        807.40","        810.99","    1978914","          1604882419.45","      61870","    1307917","         66.09"
"RELIANCE","EQ","14-Feb-2014","        807.40","        811.90","        824.00","        808.00","        821.90","        822.05","        817.07","    2107250","          1721764399.80","      71157","    1315892","         62.45"
