"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SUNPHARMA","EQ","01-Jan-2009","       1064.15","       1078.00","       1079.00","       1047.10","       1050.00","       1055.65","       1060.82","     116536","           123623201.70","-","      56651","         48.61"
"SUNPHARMA","EQ","02-Jan-2009","       1055.65","       1067.90","       1067.90","       1044.00","       1053.00","       1048.75","       1048.68","     694943","           728771862.70","-","     577018","         83.03"
"SUNPHARMA","EQ","05-Jan-2009","       1048.75","       1058.80","       1058.80","       1033.05","       1046.05","       1043.90","       1039.84","     273566","           284464612.10","-","     166859","         60.99"
"SUNPHARMA","EQ","06-Jan-2009","       1043.90","       1044.00","       1060.00","       1030.25","       1045.00","       1041.40","       1046.60","     352217","           368630176.35","-","     203551","         57.79"
"SUNPHARMA","EQ","07-Jan-2009","       1041.40","       1048.00","       1070.00","       1040.00","       1040.85","       1043.15","       1053.42","     263934","           278033778.65","-","     104572","         39.62"
"SUNPHARMA","EQ","09-Jan-2009","       1043.15","       1060.00","       1114.70","       1040.00","       1100.00","       1099.45","       1075.33","     670650","           721168244.70","-","     395298","         58.94"
"SUNPHARMA","EQ","12-Jan-2009","       1099.45","       1095.05","       1137.85","       1085.00","       1130.00","       1130.35","       1121.32","     507734","           569331235.40","-","     291560","         57.42"
"SUNPHARMA","EQ","13-Jan-2009","       1130.35","       1125.00","       1148.85","       1111.10","       1137.25","       1134.30","       1132.12","     317387","           359318585.75","-","     157606","         49.66"
"SUNPHARMA","EQ","14-Jan-2009","       1134.30","       1148.00","       1148.00","       1102.20","       1125.00","       1119.55","       1118.70","     171167","           191483764.35","-","      64356","         37.60"
"SUNPHARMA","EQ","15-Jan-2009","       1119.55","       1115.00","       1124.90","       1090.00","       1107.00","       1104.55","       1106.21","     222256","           245862284.00","-","     108771","         48.94"
"SUNPHARMA","EQ","16-Jan-2009","       1104.55","       1114.50","       1133.95","       1098.00","       1120.00","       1119.90","       1119.21","     204097","           228428282.25","-","      70063","         34.33"
"SUNPHARMA","EQ","19-Jan-2009","       1119.90","       1120.00","       1138.95","       1107.40","       1115.00","       1119.15","       1125.65","     109754","           123544118.00","-","      56415","         51.40"
"SUNPHARMA","EQ","20-Jan-2009","       1119.15","       1132.00","       1132.00","       1090.00","       1099.00","       1100.85","       1096.81","     191872","           210447957.20","-","     119213","         62.13"
